REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
CDU128P,CDU128P,1288,614,9,1,CIF_NO,Decimal,3,18,16,1,1,RptDetails2,          999999999   AAA                   AAAAAAA AAAA A                             AAA AAA A                                    *
CDU141P,CDU141P,1293,156,1,6,ACCOUNT_NO,Text,76,89,14,0,1,RptDetails1,     AAAA AAAAA AAA AAA                       999                           999-999999-999  AAA                                     *
CDU145P,CDU145P,1297,9197,9,2,ACCOUNT_NO,Decimal,21,40,20,1,1,RptDetailLine002,"A9999                       999999999999  9AAA9999999AAA9A9                             999999999     9 A               99,999.99   *"
CDU166P,CDU166P:RECONCILIATION REPORT FOR CPF FD,12525,9663,9,1,Account_No,Text,0,13,14,1,1,RptDetailLine001,999-999999-999   AA    9A99A9AA9       9AA9A9AA9999A              9A99A9AA9                                                         *
CDU166P,CDU166P:RECONCILIATION REPORT FOR CPF FD,12525,9663,9,3,NRIC_No,Text,23,37,15,1,1,RptDetailLine001,999-999999-999   AA    9A99A9AA9       9AA9A9AA9999A              9A99A9AA9                                                         *
CDU166P,CDU166P:RECONCILIATION REPORT FOR CPF FD,12525,9663,9,5,CPF_IC_Number,Text,66,77,12,1,1,RptDetailLine001,999-999999-999   AA    9A99A9AA9       9AA9A9AA9999A              9A99A9AA9                                                         *
CDU185P,CDU185P:Structure Deposit Interest Pymt Via CO rpt,44083,5965,9,2,ACCT_NO,Text,2,15,14,1,1,RptDetailLine001,9 999-999999-999  999999 999   AAAA-AAA_9                                 AA 99/99/9999                     .99                     *
CDU186P,CDU186P:List of SD Maturity Pymt Via CO,44084,5967,9,2,ACCT_NO,Text,2,15,14,1,1,RptDetailLine001,"9 999-999999-999  999999 999   AAAA-AAA_9                                 AA 99/99/9999              9,999.99              9,999.99 *"
CDU187P,CDU187P:Structure Deposit Interest Pymt for SRS,44085,5969,9,1,ACCOUNT_NO,Text,0,13,14,1,1,RptDetailLine001,999-999999-999  999999  999  AAAA-AAA_9             9/99/9999                 99.99   AAA       999999999                           *
CDU188P,CDU188P:Structure Deposit Maturity/Early Report,44086,5971,9,1,ACCOUNT_NO,Text,0,13,14,1,1,RptDetailLine001,"999-999999-999   999999   999   AAAA-AAA_9                        99,999.99                  99.99              99,999.99     AAA      999999999                        *"
CDU189P,CDU189P:List of SD LIEN Uplift Status Report,44087,5973,8,4,TD_ACCT_NO,Text,15,28,14,1,1,RptDetailLine001,"AA  A   9999A  999-999999-999  999999   AAAA-AAA_9                        99,999.99   AA AAAA AAA AAA : 999999999                   *"
CDU190P,CDU190P:List of CPF TD Maturing on T+1,47198,9589,8,1,Account_Number,Mask,0,13,14,1,1,RptDetailLine001,999-999999-999  AA  A999AA999                         99AAA9A999999AA999A9A999AA99A9AA9AA                                           *
CDU190P,CDU190P:List of CPF TD Maturing on T+1,47198,9589,8,3,ID_Number,Text,20,34,15,1,1,RptDetailLine001,999-999999-999  AA  A999AA999                         99AAA9A999999AA999A9A999AA99A9AA9AA                                           *
CDU190P,CDU190P:List of CPF TD Maturing on T+1,47198,9589,8,5,CPFIS_AC_No,Text,37,51,15,1,1,RptDetailLine001,999-999999-999  AA  A999AA999                         99AAA9A999999AA999A9A999AA99A9AA9AA                                           *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,2,APPIN_REF_NO,Text,3,24,22,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,4,FAC_TYP,Text,36,47,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,5,FAC_CAT,Text,48,56,9,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,8,BUND_IND,Text,78,87,10,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,10,APP_SRC,Text,100,111,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,19,11,APP_TYP,Text,112,119,8,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL001,CFSUL001:BT COI APPLICATION IN SYSTEM REPORT,46406,9099,20,4,M_APPL_ID,Text,36,47,12,1,1,RptDetailLine002,9  AAAA_AAA              A999       999999      9        99-9-9999   AAA_A    AAA_A     AAA_A_A     AAAAA               AAAAA99A    AA99A       99        99-9-9999   AAA         AAAAAA      A                                                        *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,2,APPIN_REF_NO,Text,3,24,22,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,4,FAC_TYP,Text,36,47,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,5,FAC_CAT,Text,48,56,9,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,8,BUND_IND,Text,78,87,10,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,10,APP_SRC,Text,100,111,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,19,11,APP_TYP,Text,112,119,8,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL002,CFSUL002:BT COI APPLICATION RECEIVED REPORT,46414,9100,20,4,M_APPL_ID,Text,36,47,12,1,1,RptDetailLine002,9  AAAA_AAA              A999       999999      9        99-9-9999   AAA_A    AAA_A     AAA_A_A     AAAAA               AAAAA99A    AA99A       99        99-9-9999   AAA         AAAAAA      A                                                        *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,2,APPIN_REF_NO,Text,3,24,22,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,4,FAC_TYP,Text,36,47,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,5,FAC_CAT,Text,48,56,9,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,8,BUND_IND,Text,78,87,10,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,10,APP_SRC,Text,100,111,12,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,19,11,APP_TYP,Text,112,119,8,1,1,RptDetailLine001,9  AAAA9999999999999999  AAA        AA          AAAA     AAAA        AAAAA    AAA-AAA   AAA         AAA_A       AAAAA_A AA9         AA9         AAA_A     AAA         AAAAAAAA    AAAAAAAA                                                             *
CFSUL003,CFSUL003:COMPLETED APPLICATION REPORT,46415,9101,20,4,M_APPL_ID,Text,36,47,12,1,1,RptDetailLine002,9  AAAA_AAA              A999       999999      9        99-9-9999   AAA_A    AAA_A     AAA_A_A     AAAAA               AAAAA99A    AA99A       99        99-9-9999   AAA         AAAAAA      A                                                        *
CFSUL004,CFSUL004:EXCEPTION APPLICATION REPORT,46416,9077,6,4,parent_id,Text,25,46,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99.9 AAAA9999999999999999  AAAA9999999999999999   9999999999           AAA_AAAAA             A9999999A             9999999999           99999999             AAA_AAAA     9.99          9.99                                     *
CFSUL004,CFSUL004:EXCEPTION APPLICATION REPORT,46416,9077,6,5,app_ref_no,Text,47,69,23,1,1,RptDetailLine001,9  9999-99-99 99:99:99.9 AAAA9999999999999999  AAAA9999999999999999   9999999999           AAA_AAAAA             A9999999A             9999999999           99999999             AAA_AAAA     9.99          9.99                                     *
CFSUL004,CFSUL004:EXCEPTION APPLICATION REPORT,46416,9077,6,6,cif,Text,70,90,21,1,1,RptDetailLine001,9  9999-99-99 99:99:99.9 AAAA9999999999999999  AAAA9999999999999999   9999999999           AAA_AAAAA             A9999999A             9999999999           99999999             AAA_AAAA     9.99          9.99                                     *
CFSUL004,CFSUL004:EXCEPTION APPLICATION REPORT,46416,9077,6,7,app_id_typ,Text,91,112,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99.9 AAAA9999999999999999  AAAA9999999999999999   9999999999           AAA_AAAAA             A9999999A             9999999999           99999999             AAA_AAAA     9.99          9.99                                     *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,4,parent_id,Text,24,45,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,5,app_ref_no,Text,46,67,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,7,cif,Text,90,110,21,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,8,app_name,Text,111,132,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,9,src_account,Text,133,152,20,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFSUL005,CFSUL005:BT COI DISBURSEMENT APPLICATION REPORT,46438,9078,5,12,disburse_mtd,Text,180,201,22,1,1,RptDetailLine001,9  9999-99-99 99:99:99. AAAA9999999999999999  AAAA9999999999999999  AAAAAAAAA             9999999999           A9999999AAA           999999999999         999.99       999.99       AAAAAA_AAAAAA_AA      AAAA_AAAAA                                   *
CFU011P,CFU011P,1300,879,2,7,BRCODE,DigitCode,46,48,3,1,1,RptHeaderLine001,AAAA AAAA                              AAAAAA:999                                                              AAA999A   AAAA    9  *
CFU056P,CFU056P:,29107,8905,8,1,User_ID,Text,0,9,10,1,1,RptDetailLine001,*AAAAAAA                AAAAAAA9    9/99/99 99:99:99 999-999999-999 AAA         9A9999A99A999AAAAA99    9A999AAA9AA      AA    A    *
CFU056P,CFU056P:,29107,8905,8,2,Supervisor,Text,24,32,9,1,1,RptDetailLine001,*AAAAAAA                AAAAAAA9    9/99/99 99:99:99 999-999999-999 AAA         9A9999A99A999AAAAA99    9A999AAA9AA      AA    A    *
CFU056P,CFU056P:,29107,8905,8,5,account_no,Text,53,66,14,1,1,RptDetailLine001,*AAAAAAA                AAAAAAA9    9/99/99 99:99:99 999-999999-999 AAA         9A9999A99A999AAAAA99    9A999AAA9AA      AA    A    *
CFU056P,CFU056P:,29107,8905,8,8,customer_id,Text,104,115,12,1,1,RptDetailLine001,*AAAAAAA                AAAAAAA9    9/99/99 99:99:99 999-999999-999 AAA         9A9999A99A999AAAAA99    9A999AAA9AA      AA    A    *
CIUPDR0011,CIUPDR0011:Customer Information Update Daily Rpt,48489,10731,5,7,transaction_Reference_number,Text,203,232,30,1,1,RptDetailLine01,9  AAA                                     AAAA_AAAAA                              9999-99-99                              99:99:99                                9999-99-99                              9999999999999999                        *
