REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
DDU107P,DDU107P:Risk Based pricing update interest rate,20142,8368,7,1,CUSTOMER_NAME,Text,0,21,22,1,1,RptDetailLine001,AAAAAAAAAAAAAAAA99          AA        999-999999-999     99999  99.99%       99999  99.99%                                          *
DDU107P,DDU107P:Risk Based pricing update interest rate,20142,8368,7,3,ACCOUNT_NUMBER,Text,38,53,16,1,1,RptDetailLine001,AAAAAAAAAAAAAAAA99          AA        999-999999-999     99999  99.99%       99999  99.99%                                          *
DDU116P,DDU116P:EzCr Acc Movement Variance Price Tracking,45965,8370,9,2,ACCOUNT_NUMBER,Text,3,16,14,1,1,RptDetailLine001,9  999-999999-999            999999999  AA99A9AAA999AA9A999  AA   9/99/9999  999+    999-999    A       99.9999999   99.9999999   99.9999999            99999.99          9999.99             999.99 *
DDU116P,DDU116P:EzCr Acc Movement Variance Price Tracking,45965,8370,9,3,CIF_NUMBER,Text,19,37,19,1,1,RptDetailLine001,9  999-999999-999            999999999  AA99A9AAA999AA9A999  AA   9/99/9999  999+    999-999    A       99.9999999   99.9999999   99.9999999            99999.99          9999.99             999.99 *
DDU123P,DDU123P:Instant BT Listing By FAST,46429,8903,8,1,Account_Number,Mask,0,13,14,1,1,RptDetailLine001,999-999999-999  AAA                   AAAA999AAAA999                       AAAAAAAAAAAA  999999999                          999.99  *
DDU124P,DDU124P:Instant BT Rejected Trx Listing,46430,8910,10,1,Account_No,Text,0,13,14,1,1,RptDetailLine001,999-999999-999 AAA  A9  AAAA999AAAA999       9999                                                                                          *
DDU125P,DDU125P:Instant COI listing By FAST,46431,8838,9,1,Account_Number,Mask,0,13,14,1,1,RptDetailLine001,"999-999999-999  AAA                    AAA AAAAAAA                          9999          9                               9,999.99  *"
DDU126P,DDU126P:Instant COI Listing By DDS,46432,8837,8,1,Account_Number,Mask,0,13,14,1,1,RptDetailLine001,"999-999999-999  AAA   999-999999-9     AAA                9,999.99                                                                  *"
DDU127P,DDU127P:,47357,9722,8,2,acc_no,Text,3,17,15,1,1,RptDetailLine001,9  999-999999-999  AAA   999  AAA99AA99  AAA 99A 9.99% AAA               AAAAAAAA AAAAAAA       9.99999%   999     999          999              99/99/99       99/99/99            *
DDU127P,DDU127P:,47357,9722,8,4,seq,DigitCode,25,27,3,1,1,RptDetailLine001,9  999-999999-999  AAA   999  AAA99AA99  AAA 99A 9.99% AAA               AAAAAAAA AAAAAAA       9.99999%   999     999          999              99/99/99       99/99/99            *
DDU127P,DDU127P:,47357,9722,8,13,tenor,Decimal,107,109,3,1,1,RptDetailLine001,9  999-999999-999  AAA   999  AAA99AA99  AAA 99A 9.99% AAA               AAAAAAAA AAAAAAA       9.99999%   999     999          999              99/99/99       99/99/99            *
DDU127P,DDU127P:,47357,9722,8,14,billed_seq,Text,114,119,6,1,1,RptDetailLine001,9  999-999999-999  AAA   999  AAA99AA99  AAA 99A 9.99% AAA               AAAAAAAA AAAAAAA       9.99999%   999     999          999              99/99/99       99/99/99            *
DDU127P,DDU127P:,47357,9722,9,2,shortname,Text,3,27,25,1,1,RptDetailLine002,"9  AAA999A9AA9AA9                   99,999.99             9,999.99999                   999.99                     999.99                    9,999.99                9,999.99999    *"
DDU131P,DDU131P:,39765,3425,7,3,CCY,Text,22,25,4,1,1,RPTLINE001,9999999999999999999 A AAAA AAAAAAAAAAAAAAAAAAAA 9999/99/99 9999   AAAA AAAAAAAAAAAAAAAAAAA AAAAAAAAAA    AAAA       AAAAAAAAAA             9999/99/99 999999 AA 999             *
DDU131P,DDU131P:,39765,3425,8,1,CIF,Decimal,28,46,19,1,1,RPTLINE002,                            9999999999999999999      9999999999999.99     AAAAAAAAAAAAAAAA  999999999    AAAAAAAAAAAA      AAAA     AAA                                         *
DDU132P2,DDU132P2:Smart ATM Return CHQ Insuff Fund Txn Af 5,44726,6535,7,11,TERMINAL_ID,Text,101,110,10,1,1,RptDetailLine001,999-999999-999 AAA  AAA AA AAA              A         99                 99.99  99/99/9999 99:99:99  A9A99999AA   999999999         *
DDU133P2,DDU133P2:Smart ATM Return CHQ Insuff Fund Chg Af 5,44728,6537,8,7,TERMINAL_ID,Text,64,73,10,1,1,RptDetailLine001,9 999-999999-999         99        A   99/99/9999     99:99:99  A9A99999AA      999999999               99.99     A                 *
DDU155P,DDU155P:E-IRAS Earmarking on Borrowing Customers,47392,9724,7,2,cif_number,Text,3,22,20,1,1,RptDetailLine001,9  9999999999           AAAA AAA AAAAAAAAAAAA AAA AAAAA                                                                             *
DDU155P,DDU155P:E-IRAS Earmarking on Borrowing Customers,47392,9724,7,3,cif_name,Text,24,103,80,1,1,RptDetailLine001,9  9999999999           AAAA AAA AAAAAAAAAAAA AAA AAAAA                                                                             *
DDU155P,DDU155P:E-IRAS Earmarking on Borrowing Customers,47392,9724,8,2,account_no,Text,3,16,14,1,1,RptDetailLine002,"9  999-999999-999 A AAA                 9,999.99 AAA    AAA (AAAAAAAAAA AAAAAA AAA)       A999       99A99999AA                     *"
DDU155P,DDU155P:E-IRAS Earmarking on Borrowing Customers,47392,9724,8,11,rm_code,Text,90,97,8,1,1,RptDetailLine002,"9  999-999999-999 A AAA                 9,999.99 AAA    AAA (AAAAAAAAAA AAAAAA AAA)       A999       99A99999AA                     *"
DDU155P,DDU155P:E-IRAS Earmarking on Borrowing Customers,47392,9724,8,12,rm_name,Text,101,131,31,1,1,RptDetailLine002,"9  999-999999-999 A AAA                 9,999.99 AAA    AAA (AAAAAAAAAA AAAAAA AAA)       A999       99A99999AA                     *"
DDU157AP,DDU157AP:RBP New Opened Acct Rpt,32613,8909,10,1,ACCOUNT_NO,Text,0,13,14,1,1,RptDetails1,999-999999-999 AAA   9  999 99/99/99  A9      A       A        A         A         AA    9999999         9999       A9999999        *
DDU157P,DDU157P,1382,8908,10,1,ACCOUNT_NO,Text,0,13,14,1,1,RptDetails1,999-999999-999 AAA   9  999 99/99/99  A9      A       A        A         A         AA    9999999         9999       A9999999        *
DDU158P,DDU158P:CA - Account Closed on Today (CAM005),1383,8581,11,3,ACCOUNT_NO,Text,12,26,15,1,1,RptDetailLine001,999999 9.   999-9-999999    AAA     9    999      99/99/99  A9          A        A        A             A            AA         A9999999A     *
DDU158P,DDU158P:CA - Account Closed on Today (CAM005),1383,8581,11,8,PRODUCT,Text,60,64,5,1,1,RptDetailLine001,999999 9.   999-9-999999    AAA     9    999      99/99/99  A9          A        A        A             A            AA         A9999999A     *
DDU158P,DDU158P:CA - Account Closed on Today (CAM005),1383,8581,11,14,ID_PASSPORT,Text,128,141,14,1,1,RptDetailLine001,999999 9.   999-9-999999    AAA     9    999      99/99/99  A9          A        A        A             A            AA         A9999999A     *
DDU158P,DDU158P:CA - Account Closed on Today (CAM005),1383,8581,12,3,OFFICER,Text,27,32,6,1,1,RptDetailLine002,999999 9.                  A999         A        A         99  /99/99  A                 AA            A         9         A9         A       *
DDU158P,DDU158P:CA - Account Closed on Today (CAM005),1383,8581,12,12,PROD_CODE,Text,123,124,2,1,1,RptDetailLine002,999999 9.                  A999         A        A         99  /99/99  A                 AA            A         9         A9         A       *
DDU209P,DDU209P,8335,160,8,2,ACCT_NAME,Text,16,33,18,1,1,RptDetails001,"999-999999-999  AA AAAA AA 99            99                     9,999.99         9/99/99                                            *"
DDU307P,DDU307P:Savings Account Statement - Monthly,41959,5459,1,5,ACCOUNT_NUMBER,Text,89,129,41,1,1,RptDetailLine001,    99A999AA999A9                                                    AAAAAAA AAAAAA     : 999-9-999999                              *
DDU335P,DDU335P:Intra Day Balance Report,45065,6763,7,3,CIF_NUMBER,Text,11,29,19,1,1,RptDetailLine001,"AAA  A9             9999999999 999-999999-999   A999          99,999,999,999.99      99,999,999,999.99                    .99       *"
DDU335P,DDU335P:Intra Day Balance Report,45065,6763,7,4,ACCOUNT_NO,Text,31,44,14,1,1,RptDetailLine001,"AAA  A9             9999999999 999-999999-999   A999          99,999,999,999.99      99,999,999,999.99                    .99       *"
DDU335P,DDU335P:Intra Day Balance Report,45065,6763,7,5,RM_CODE,Text,48,54,7,1,1,RptDetailLine001,"AAA  A9             9999999999 999-999999-999   A999          99,999,999,999.99      99,999,999,999.99                    .99       *"
DDU369P,DDU369P,6701,47,2,2,BRCODE,DigitCode,46,48,3,1,1,RptHeaderLine002,AAAA AAAA AAAAAAA                      AAAAAA:999                                                              AAA999A   AAAA     9 *
DDU369P,DDU369P,6701,47,7,7,BR_CODE,DigitCode,32,39,8,1,1,RptDetailLine001,9999      AA AA AAA AAA-AA AAA  999      9999                9                                                                      *
DDU370P,DDU370P,6702,49,2,2,BRCODE,DigitCode,46,48,3,1,1,RptHeaderLine002,AAAA AAAA AAAAAAA                      AAAAAA:999                                                              AAA999A   AAAA     9 *
DDU371P,DDU371P,6703,54,2,2,BRCODE,DigitCode,46,48,3,1,1,RptHeaderLine002,AAAA AAAA AAAAAAA                      AAAAAA:999                                                              AAA999A   AAAA     9 *
DDU372P,DDU372P,6704,55,2,2,BRCODE,DigitCode,46,48,3,1,1,RptHeaderLine002,AAAA AAAA AAAAAAA                      AAAAAA:999                                                              AAA999A   AAAA     9 *
DDU500P,DDU500P:Daily MSA Exception Report,10825,386,7,1,ACCOUNT_NO,Text,0,13,14,1,1,RptDetailsLine001,"999-999999-999     99/99/9999        A9                    9,999.99                  .99   A        AAAAAAA AAA AAAAA               *"
DDU511P,DDU511P:Monthly Business Privilage Account BPA,19628,375,10,1,ACC_No,DigitCode,0,11,12,1,1,RptDetails1,999999999999    9999999999      AAAAAAAAAAAAAAAAAAAAAAAAAA A            AAA                                       99/99/99  9/99/99 *
DDU511P,DDU511P:Monthly Business Privilage Account BPA,19628,375,10,2,CIF_NUMBER,DigitCode,16,27,12,1,1,RptDetails1,999999999999    9999999999      AAAAAAAAAAAAAAAAAAAAAAAAAA A            AAA                                       99/99/99  9/99/99 *
DDU514P,DDU514P,20131,514,8,1,ACCOUNT_NUMBER,Mask,0,13,14,1,1,RptDetails001,999-999999-999  AAA AAAAA AAAA AAA A  A9999999A         9/99/99      999999     999999                   99.99                      *
DDU530P,DDU530P:Debt Consol Acc w COI Fully Payoff Rpt,42187,6680,8,2,CIF_NUMBER,Text,4,39,36,1,1,RptDetailLine001,99            999999999                  A9999999A                                  AAAA AAAAAA 9                                   *
DDU538P,DDU538P:,46094,8381,9,2,ACCOUNT_NO,Text,3,16,14,1,1,RptDetailLine001,9  999-999999-999 AAA   A9    AAAA AAA              9999                                             9                              *
DDU538P,DDU538P:,46094,8381,9,5,SHORT_NAME,Text,30,50,21,1,1,RptDetailLine001,9  999-999999-999 AAA   A9    AAAA AAA              9999                                             9                              *
DDU825P,DDU825P:Deposit Product Switch Report,22887,796,7,1,Account_No,Mask,0,13,14,1,1,RptDetails001,999-999999-999                            A / AAA               AA AA AAAA     AA AAAAAAA                  99/99/99      AAA9A999   *
DDU863P,DDU863P:CDA,26448,3437,7,1,CHILD_ID,Text,0,14,15,1,1,RPTLINE001,AAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 99/99/99 99:99:99 AAAAAAAAAA AAAAAAAAAA*
DDU863P,DDU863P:CDA,26448,3437,7,2,TRUSTEE_ID,Text,16,35,20,1,1,RPTLINE001,AAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 99/99/99 99:99:99 AAAAAAAAAA AAAAAAAAAA*
DDU863P,DDU863P:CDA,26448,3437,7,7,USER_ID,Text,189,198,10,1,1,RPTLINE001,AAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 99/99/99 99:99:99 AAAAAAAAAA AAAAAAAAAA*
DDU992P,DDU992P:ESPP Preferential Int Rate Rpt,28980,1332,8,1,Account_No,Mask,0,14,15,1,1,RptDetails001,999-999999-999        A    AAAAAAA                                 .99                     .99                 999.99               *
DDU992P,DDU992P:ESPP Preferential Int Rate Rpt,28980,1332,8,3,Name,Text,27,58,32,1,1,RptDetails001,999-999999-999        A    AAAAAAA                                 .99                     .99                 999.99               *
DDZ5265P1,DDZ5265P1:EMB Annual Fee Collected Today Rpt,46060,8445,7,1,OFFICER_CODE,Text,0,11,12,1,1,RptDetailLine001,"A999          999-999999-999  A    AAA  AAAAA                   999999999  99999A99AAAA9AA9A99A                9,999.99   AA:99 AAAAA AAAAA           *"
DDZ5265P1,DDZ5265P1:EMB Annual Fee Collected Today Rpt,46060,8445,7,2,ACCOUNT_NUMBER,Text,14,27,14,1,1,RptDetailLine001,"A999          999-999999-999  A    AAA  AAAAA                   999999999  99999A99AAAA9AA9A99A                9,999.99   AA:99 AAAAA AAAAA           *"
DDZ5265P1,DDZ5265P1:EMB Annual Fee Collected Today Rpt,46060,8445,7,6,CIF,Text,54,72,19,1,1,RptDetailLine001,"A999          999-999999-999  A    AAA  AAAAA                   999999999  99999A99AAAA9AA9A99A                9,999.99   AA:99 AAAAA AAAAA           *"
DDZ5265P2,DDZ5265P2:EMB Annual Fee Collected Report,46063,8447,8,1,OFFICER_CODE,Text,0,11,12,1,1,RptDetailLine001,"A999          999-999999-999     A  AAA  AAAAA         99/99/9999           9999999999  AAAAAAA                            9,999.99              9,999.99              9,999.99              9,999.99*"
DDZ5265P2,DDZ5265P2:EMB Annual Fee Collected Report,46063,8447,8,2,ACCOUNT_NUMBER,Text,14,27,14,1,1,RptDetailLine001,"A999          999-999999-999     A  AAA  AAAAA         99/99/9999           9999999999  AAAAAAA                            9,999.99              9,999.99              9,999.99              9,999.99*"
DDZ5265P2,DDZ5265P2:EMB Annual Fee Collected Report,46063,8447,8,7,CIF_NUMBER,Text,76,85,10,1,1,RptDetailLine001,"A999          999-999999-999     A  AAA  AAAAA         99/99/9999           9999999999  AAAAAAA                            9,999.99              9,999.99              9,999.99              9,999.99*"
DDZ5265P3,DDZ5265P3:Active EMB Accounts,46062,8449,8,1,OFFICER_CODE,Text,0,3,4,1,1,RptDetailLine001,"A999       999-999999-999    A AAA  AAAAAAA                        9999999999  AAAAA         99/99/9999       9   A                  9,999.99  99/99/9999               9,999.99               9,999.99              9,999.99*"
DDZ5265P3,DDZ5265P3:Active EMB Accounts,46062,8449,8,2,ACCOUNT_NUMBER,Text,11,24,14,1,1,RptDetailLine001,"A999       999-999999-999    A AAA  AAAAAAA                        9999999999  AAAAA         99/99/9999       9   A                  9,999.99  99/99/9999               9,999.99               9,999.99              9,999.99*"
DDZ5265P3,DDZ5265P3:Active EMB Accounts,46062,8449,8,19,CIF_NUMBER,Text,58,76,19,1,1,RptDetailLine001,"A999       999-999999-999    A AAA  AAAAAAA                        9999999999  AAAAA         99/99/9999       9   A                  9,999.99  99/99/9999               9,999.99               9,999.99              9,999.99*"
DMD519SGP1,DMD519SGP1:Update Of Data By Bank to 3rd Party Rpt,45730,8450,8,2,cif_no,Text,5,14,10,1,1,RptDetailLine001,  9. 9999999999                               AA        A999AAA99AA9AA9999A                                A9A999A9                                 99/99/9999           9.99               9.99                           99/99/9999 9.999999999         *
DMD519SGP1,DMD519SGP1:Update Of Data By Bank to 3rd Party Rpt,45730,8450,8,3,prod_cd,Text,46,52,7,1,1,RptDetailLine001,  9. 9999999999                               AA        A999AAA99AA9AA9999A                                A9A999A9                                 99/99/9999           9.99               9.99                           99/99/9999 9.999999999         *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,31,3,car_cd,Text,41,42,2,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,31,8,product_debt_type,Text,101,108,8,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,36,2,customer_sts,Text,5,7,3,1,1,RptDetailLine006,  9. AAA                                         99/99/9999                               9                                                                                          99/99/9999                                                           *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,37,3,lpymt_dt,Date,93,102,10,1,1,RptDetailLine007,  9.                                                                   99/99/9999            99/99/9999            99/99/9999            999999                                                                                                           *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,43,4,account_num,Text,49,66,18,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,43,7,cif_num,Text,137,146,10,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,44,4,dq_mth,Decimal,64,68,5,1,1,RptDetailLine014, 99.              9999999                   999                     9                     9                        99999999                                                                         99999                                                 *
DMF501SGP2,DMF501SGP2:DM Master List (Active Cards),48517,10610,48,5,nric,Text,89,103,15,1,1,RptDetailLine018, 99. AAAAAAAAAA AAAA                           9A99AAAA9                                 AA99A9999                                 99AA999A9A999                             AA99AA9A9                                                                    *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,31,3,car_cd,Text,41,42,2,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,31,8,product_debt_type,Text,101,108,8,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,36,2,customer_sts,Text,5,7,3,1,1,RptDetailLine006,  9. AAA                                         99/99/9999                               9                                                                                          99/99/9999                                                           *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,37,3,lpymt_dt,Date,93,102,10,1,1,RptDetailLine007,  9.                                                                   99/99/9999            99/99/9999            99/99/9999            999999                                                                                                           *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,43,4,account_num,Text,49,70,22,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,43,7,cif_num,Text,137,146,10,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,44,4,dq_mth,Decimal,64,68,5,1,1,RptDetailLine014, 99.              9999999                   999                     9                     9                        99999999                                                                         99999                                                 *
DMF501SGP3,DMF501SGP3:DM Master List (Active Non Cards),48518,10612,48,5,nric,Text,89,103,15,1,1,RptDetailLine018, 99. AAAAAAAAAA AAAA                           9A99AAAA9                                 AA99A9999                                 99AA999A9A999                             AA99AA9A9                                                                    *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,31,3,car_cd,Text,41,42,2,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,31,8,product_debt_type,Text,101,108,8,1,1,RptDetailLine001,  9. A           AAA         99          AA          AAA         AAAAA999          9.99  99          AAAA9       AA                      AAA         99/99/9999  A           AAAAAA9     99/99/9999                                                       *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,36,2,customer_sts,Text,5,7,3,1,1,RptDetailLine006,  9. AAA                                         99/99/9999                               9                                                                                          99/99/9999                                                           *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,37,3,lpymt_dt,Date,93,102,10,1,1,RptDetailLine007,  9.                                                                   99/99/9999            99/99/9999            99/99/9999            999999                                                                                                           *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,43,4,account_num,Text,49,74,26,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,43,7,cif_num,Text,137,146,10,1,1,RptDetailLine013, 99.                 9.99                  9.99  999999999999999                          9  99/99/9999            9999999999999999      999999999                                   999999999999                                                         *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,44,4,dq_mth,Decimal,64,68,5,1,1,RptDetailLine014, 99.              9999999                   999                     9                     9                        99999999                                                                         99999                                                 *
DMF501SGP4,DMF501SGP4:DM Master List (Inactive),48519,10614,48,5,nric,Text,89,103,15,1,1,RptDetailLine018, 99. AAAAAAAAAA AAAA                           9A99AAAA9                                 AA99A9999                                 99AA999A9A999                             AA99AA9A9                                                                    *
DMF502SGP1,DMF502SGP1:EMB Master List,48520,10616,28,3,product_cd,Text,17,24,8,1,1,RptDetailLine001,  9. AA          AAAAAAA9    AA                                  AAA                               AAA                   AAA                   999999                AAAAAAA AAA AA                                                                       *
DMF502SGP1,DMF502SGP1:EMB Master List,48520,10616,29,4,account_num,Text,115,134,20,1,1,RptDetailLine002,  9. AAA                   AAA                   AAA                                                               999999999999999                             999999999             9999999                                                              *
DMF502SGP1,DMF502SGP1:EMB Master List,48520,10616,29,5,cif_num,DigitCode,159,179,21,1,1,RptDetailLine002,  9. AAA                   AAA                   AAA                                                               999999999999999                             999999999             9999999                                                              *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,27,3,car_cd,Text,17,19,3,1,1,RptDetailLine001,  9. 99          AA          AAA         AAAAA999                AAAA        AAAA        A                       99/99/9999  99/99/9999  AA          99/99/9999  999                                                                                      *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,27,16,car_reason,Text,101,103,3,1,1,RptDetailLine001,  9. 99          AA          AAA         AAAAA999                AAAA        AAAA        A                       99/99/9999  99/99/9999  AA          99/99/9999  999                                                                                      *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,35,4,account_num,Text,49,68,20,1,1,RptDetailLine009,  9.               999.99              99999.99  999999999999999                          9  9999999999999999      999999999             999999999999                       9999999                   999                                                 *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,35,6,card_num,DigitCode,93,109,17,1,1,RptDetailLine009,  9.               999.99              99999.99  999999999999999                          9  9999999999999999      999999999             999999999999                       9999999                   999                                                 *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,35,7,cif_num,DigitCode,115,134,20,1,1,RptDetailLine009,  9.               999.99              99999.99  999999999999999                          9  9999999999999999      999999999             999999999999                       9999999                   999                                                 *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,38,2,tf_amt_payable_lcy,Text,5,34,30,1,1,RptDetailLine012, 99.                                 99A9A999AA9AA  AAA                                                                                                              AA                                                                                   *
DMF503SGP1,DMF503SGP1:DM Contingency Dunning Report,48521,10618,38,3,employer_email,Text,37,66,30,1,1,RptDetailLine012, 99.                                 99A9A999AA9AA  AAA                                                                                                              AA                                                                                   *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,2,3,Rpt_date,GenDate,11,20,10,1,1,Rpttitle,AAAAA AAAA 99-99-9999 AAAAAAAAA AA 99-99-9999 99.99.99                                                                                                                                                                                                   *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,8,1,Collector_name,Text,0,49,50,1,1,RptDetailLine001,AAA AAAAA                                           A9999999                              9           9           9           9           9        9.99           9      999.99           9      999.99      999.99              99999.99  AAA           *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,8,3,LAN_ID,Text,52,62,11,1,1,RptDetailLine001,AAA AAAAA                                           A9999999                              9           9           9           9           9        9.99           9      999.99           9      999.99      999.99              99999.99  AAA           *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,8,14,success_percent,Decimal,200,210,11,1,1,RptDetailLine001,AAA AAAAA                                           A9999999                              9           9           9           9           9        9.99           9      999.99           9      999.99      999.99              99999.99  AAA           *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,8,15,payments,Decimal,213,232,20,1,1,RptDetailLine001,AAA AAAAA                                           A9999999                              9           9           9           9           9        9.99           9      999.99           9      999.99      999.99              99999.99  AAA           *
DMF504SGP1,DMF504SGP1:Collector Performance Report Daily,48522,10620,8,16,currency,Text,235,237,3,1,1,RptDetailLine001,AAA AAAAA                                           A9999999                              9           9           9           9           9        9.99           9      999.99           9      999.99      999.99              99999.99  AAA           *
DMF505SGP1,DMF505SGP1:Collector Performance Report Cumulative,48523,10622,2,3,rpt_date,GenDate,11,20,10,1,1,RptHeaderLine001,AAAAA AAAA 99-99-9999 AAAAAAAAA AA 99-99-9999 99.99.99                                                                                                                                                                                                   *
DMF505SGP1,DMF505SGP1:Collector Performance Report Cumulative,48523,10622,4,1,collector_name,Text,0,44,45,1,1,RptDetailLine001,AAAA AAAA                                           A9999999                       9           9           9           9           9        9.99           9      999.99           9        9.99        9.99                  9.99  AAA                  *
DMF505SGP1,DMF505SGP1:Collector Performance Report Cumulative,48523,10622,4,3,collector_lan_id,Text,52,71,20,1,1,RptDetailLine001,AAAA AAAA                                           A9999999                       9           9           9           9           9        9.99           9      999.99           9        9.99        9.99                  9.99  AAA                  *
DMF505SGP1,DMF505SGP1:Collector Performance Report Cumulative,48523,10622,4,7,of_mwd,Decimal,109,119,11,1,1,RptDetailLine001,AAAA AAAA                                           A9999999                       9           9           9           9           9        9.99           9      999.99           9        9.99        9.99                  9.99  AAA                  *
DMF506SGP1,DMF506SGP1:Portfolio Performance Daily,48524,10624,4,4,collector_lan_id,Text,20,41,22,1,1,RptTiTleLine001,AAAAAAAAA AAA AA:   A9999999                                            AAAAAAAAA AAAA:     AAAA                                                                               *
DMF506SGP1,DMF506SGP1:Portfolio Performance Daily,48524,10624,4,7,collector_name,Text,92,124,33,1,1,RptTiTleLine001,AAAAAAAAA AAA AA:   A9999999                                            AAAAAAAAA AAAA:     AAAA                                                                               *
DMF507SGP1,DMF507SGP1:Portfolio Performance Cumulative,48525,10626,4,4,collector_lan_id,Text,20,41,22,1,1,RptTiTleLine001,AAAAAAAAA AAA AA:   A9999999                                            AAAAAAAAA AAAA:     AAAA                                                                               *
